shot_id,campaign,current_range,divertor_config,plasma_shape,preshot_description,postshot_description,timestamp,heating,pellets,rmp_coil
11951,M5,,Conventional,,"
REPEAT TO SEE IF IT HAPPENS AGAIN
","
WORKED FINE :-)
",2005-02-08 16:46:00,,False,
11952,M5,,Conventional,,"
CHANGE P1 LIMIT TO 45
","
P1 LIMIT EXCEEDED 173 A (ANOYING WINDOW APPEARENG EVERY 5S)
",2005-02-08 17:02:00,,False,
11953,M5,,Conventional,,"
REDUCE P1 LIMIT TO 44 KA
","
SHORT BEAM
",2005-02-08 17:20:00,,False,
11954,M5,,Conventional,,"
REPEAT
","
UNDERDENSE, SHORTER
",2005-02-08 18:45:00,,False,
11955,M5,,Conventional,,"
REPEAT
","
OK, SHORT BEAM
",2005-02-08 19:05:00,,False,
11956,M5,,Conventional,,"
ADVANCE BEAMS TO 50MS,TO TEST FEEDBACK
","
GOOD SHOT, GOOD IP TRACKING (DIVIATION FROM 0.2 TO 0.3S BY 20 KA), KEEPS ROUT EQUAL WITHIN 5CM, MUCH HIGHER DENSITY
",2005-02-08 19:23:00,,False,
11957,M5,,Conventional,,"
DELAY BEAMS TO 150MS
","
LOOSE FAS AT 330MS, EVENT AT 317MS IS DESASTOROUS (LOCKED MODE?), XMA LOST CAMAC AFTER SHOT
",2005-02-08 19:39:00,,False,
11958,M5,,Conventional,,"
REPEAT
","
AGAIN ONLY 317MS, GOOD BEAMS THOUGH, SIMILAR EVENT AS IN PREVIOUS SHOT
",2005-02-08 19:58:00,,False,
11993,M5,,Conventional,,"
RELOAD 11956, SET NBI FROM 50MS, ENABLE HP I/B PUFF
","
GOOD PLASMA BUT OXYGEN LEVELS ARE HIGHER ON SPEX
",2005-02-10 09:29:00,,False,
11996,M5,,Conventional,,"
REPEAT
","
GOOD SHOT, FLATTOP UNTIL 400MS. NBI OK BUT DIDN'T GET LOCAL DATA. OXYGEN LEVELS EVEN HIGHER!
",2005-02-10 09:59:00,,False,
11998,M5,,Conventional,,"
REPLACE INBOARD PUFF WITH OUTBOARD GAS WAVEFORMS FROM SHOT 11855
","
WORST EVER OXYGEN LEVEL - TEST PUFFS FROM OUTBOARD GAS SHOW NO OXYGEN RISE ON RGA
",2005-02-10 10:35:00,,False,
12001,M5,,Conventional,,"
RELOAD 11060 STANDARD OHMIC SHOT, CLOSE NBI GATE VALVE
","
MASSIVE RISE IN OXYGEN LEVEL ON RGA, BUT SPEX IS BETTER THAN 11998. SEPARATE NBI TESTS SUGGEST AIR IN PRESENT IN ARC GAS
",2005-02-10 11:48:00,,False,
12003,M5,,Conventional,,"
REPEAT
","
OXYGEN LEVELS ABOUT THE SAME
",2005-02-10 12:06:00,,False,
12004,M5,,Conventional,,"
REPEAT
","
OXYGEN LEVEL UNCHANGED
",2005-02-10 12:24:00,,False,
12006,M5,,Conventional,,"
REPEAT
","
MARGINAL REDUCTION OF OXYGEN LEVEL
",2005-02-10 14:03:00,,False,
12007,M5,,Conventional,,"
REPEAT
","
OXYGEN LEVEL UNCHANGED. SLIDING JOINT ALARM 32, MAX 143%.
",2005-02-10 14:27:00,,False,
12008,M5,,Conventional,,"
REPEAT, BUT MOVE PLASMA UPWARDS BY 10CM IN 400MS
","
VDE. AGAIN SJA 32, 143%. OXYGEN LEVEL INCREASED
",2005-02-10 14:48:00,,False,
12009,M5,,Conventional,,"
THE SAME, BUT 10CM DOWNWARDS
","
NO VDE. SJA 32, 134%. OXYGEN LEVELS AS 12006-007
",2005-02-10 15:07:00,,False,
12010,M5,,Conventional,,"
RESTORE 12007 (Z=0) BUT MAKE PLASMA 13CM BIGGER AND DROP BZ BY 20%
","
HSV REPLAYING 12009, DIDN'T TRIGGER. OXYGEN LEVELS A BIT LOWER
",2005-02-10 15:29:00,,False,
12012,M5,,Conventional,,"
REPEAT
","
DISRUPTS AT 280MS. OXYGEN ABOUT SAME AS 12010
",2005-02-10 16:02:00,,False,
12013,M5,,Conventional,,"
30MIN GDC, REDUCE DIVERTOR CURRENT AND CHANGE SHAPE. TRIM LOOP VOLTS TO MATCH LAST SHOT
","
IP RAMP-UP A BIT ROPEY BUT RUNS OK UNTIL DISRUPTION ABOUT 260MS. OXYGEN SIMILAR TO 12010
",2005-02-10 16:39:00,,False,
12014,M5,,Conventional,,"
SELECT P2 REVERSING MODE AND REPEAT
","
GOOD SHOT WITH P2 REVERSAL. OXYGEN LEVELS HIGHER AGAIN
",2005-02-10 16:56:00,,False,
12016,M5,,Conventional,,"
TRY AGAIN
","
GOOD, NO DISRUPTION. VERY BRIEF H-MODE AT 247MS. OXYGEN ABOUT SAME AS 12012
",2005-02-10 17:17:00,,False,
12017,M5,,Conventional,,"
RELOAD 12007 FOR COMPARISION
","
GOOD, NO DISRUPTION. OXYGEN LEVELS BETTER THAN 12007
",2005-02-10 17:33:00,,False,
12018,M5,,Conventional,,"
SET BV TO RAMP UP AFTER 200MS TO DRIVE PLASMA INTO CC
","
P4 BANK ONLY CHARGED TO 3185V (SET TO 4350). GOOD SHOT ANYWAY, SOME MARFING ON CC TOWARDS END. JUST A BLINK OF H-MODE AT 240MS. NO F
",2005-02-10 17:48:00,,False,
12022,M5,,Conventional,,"
RESTORE 11060 STANDARD OHMIC DECREASE CP4 VOLTAGE TO 3.2 KV FROM 4.3 KV
","
350 MS SHOT- 31 SJA MAX 142 % - REDUCING CP4 BANK DID INCREASE CURRENT RELATIVE TO 12001 IN THE PERIOD 20-70 MS
",2005-02-11 10:18:00,,False,
12023,M5,,Conventional,,"
RELOAD SHOT 11955 SET BEAM START TIME TO 100 MS
","
500 MS SHOT - GOOD BEAM LARGE EVENT AT 350 MS - PROBABLY FIRST SAWTOOTH
",2005-02-11 10:34:00,,False,
12024,M5,,Conventional,,"
REPEAT WITH A ZREF RAMP FROM 0.3 AT 150 TO 0.8 AT 400 MS
","
380 MS SHOT - GOOD BEAM
",2005-02-11 10:53:00,,False,
12025,M5,,Conventional,,"
REPEAT - SET ZREF AT 0.8 AT 150 MS AND THEN DECREASE TO 0. AT 400 MS
","
350 MS PLASMA - VDE CAUSED BY FIRST SAWTOOTH
",2005-02-11 11:11:00,,False,
12027,M5,,Conventional,,"
REPEAT
","
320 MS SHOT- CO2 INTERFEROMENTER FELL OVER
",2005-02-11 11:30:00,,False,
12081,M5,,Conventional,,"
INCREASE VLOOP FROM 3.5 TO 3.8 V AT STARTUP TO TRY TO BETTER MATCH THE CURRENT IN 11234 IN PERIOD BEFORE 50 MS
","
260 MS SHOT- LARGE EVENT AROUND 80MS THROWS OUT A LOT OF DENSITY
",2005-02-16 11:45:00,,False,
12028,M5,,Conventional,,"
DECREASE DRREF BY 2CM
","
350 MS SHOT - HIGHER DENSITY THAN 12023
",2005-02-11 11:46:00,,False,
12029,M5,,Conventional,,"
INCREASE DRREF BY 4 CM
","
350 MS PLASMA
",2005-02-11 12:02:00,,False,
12030,M5,,Conventional,,"
DECREASE DRREF BY 2 CM I.E. SAME AS SHOT 12023 REDUCE PLASMA CURRENT BY 20 KA
","
450 MS SHOT - SHORT BEAM
",2005-02-11 12:17:00,,False,
12031,M5,,Conventional,,"
REPEAT
","
420 MS SHOT, GOOD BEAMS, SURVIVES FIRST SAWTOOTH AT 330MS, IP DROPS BY 20KA AT 330MS DESPITE STILL UNDER IP CONTROL
",2005-02-11 12:33:00,,False,
12082,M5,,Conventional,,"
INCREASE VLOOP FROM 3.8 TO 4.1 AT BEGINING TO BETTER MATCH IP
","
100 MS SHOT - DOES NOT SURVIVE TWO BIG EVENTS - FAS CUT OUT
",2005-02-16 12:01:00,,False,
12032,M5,,Conventional,,"
REPEAT
","
340MS, GOOD BEAMS, SLIGHTLY LOWER DENSITY THAN 12031, DOESN'T SURVIVE 1ST SAWTOOTH
",2005-02-11 12:54:00,,False,
12033,M5,,Conventional,,"
ADD 4V UP/DOWN HFS GAS PUFF FROM 150MS TO 450MS (MID HFS PUFF STILL ON)
","
480MS ;-) BEAMS 20MS SHORT, SURVIVES EVENT NICELY, OII/DI RATIO GOOD EXCEPT DURING EVENT.
",2005-02-11 13:20:00,,False,
12034,M5,,Conventional,,"
REPEAT
","
480MS, BEAMS 60MS SHORT, NICE LITTLE SAWTEETH FROM 320MS ONWARDS
",2005-02-11 13:40:00,,False,
12035,M5,,Conventional,,"
MOVED ZREF - +4CM @ 250 MS, -4CM @ 350 MS
","
356MS, DOWNWARD VDE, DENSITY MUCH LOWER THAN IN 12034
",2005-02-11 13:57:00,,False,
12127,M5,,Conventional,,"

","

",2005-02-17 17:39:00,,False,
12036,M5,,Conventional,,"
SWAP AROUND ZREF CHANGES OF PREVIOUS SHOT - -4CM @ 250, +4CM @ 350
","
400MS, ONLY 60MS BEAM, DENSITY MATCHED 12034 BETTER, GOOD RAMP-DOWN, VDE WITH 200KA, OXYGEN LEVELS COMING DOWN FURTHER (COMPARED AT
",2005-02-11 14:12:00,,False,
12037,M5,,Conventional,,"
REPEAT
","
BEAM FAILED AGAIN; GOOD REPEAT
",2005-02-11 14:28:00,,False,
12038,M5,,Conventional,,"
INCREASE IP BY SCALING BY 1.26; ALSO CHANGED SCALE OF IDIV AND VLOOP
","
AGAIN BEAM FAILED; OTHERWISE SUCCESSFUL WITH A SLIGHT BOBBLE IN THE IP RAMP
",2005-02-11 14:49:00,,False,
12039,M5,,Conventional,,"
REPEAT IN HOPE OF BEAMS WITH SLIGHTLY REDUCED EARLY VLOOP TO ASSUAGE BOBBLE
","
BOBBLE STILL PRESENT, BUT REDUCED; BETTER BEAMS BUT STILL NOT FULL LENGTH. TO BE FOLLOWED BY XENON GLOW FOR NJC.
",2005-02-11 15:06:00,,False,
12128,M5,,Conventional,,"

","

",2005-02-17 17:54:00,,False,
12046,M5,,Conventional,,"
RELOAD 11060 AND SELECT I/B PUFF, REDUCE CP4 TO 3.2KV, CP5 TO 1KV.
","
NOT BAD, CONSIDERING REDUCED P3 TRANSFER RESISTOR
",2005-02-15 10:05:00,,False,
12053,M5,,Conventional,,"
REDUCE LOOP VOLTAGE AFTER 20MS. DROP P5 CURRENT BY HALF
","
GOOD SUSTAINED PLASMA FORMATION, LASTS UNTIL PF WAVEFORMS GO OFF BECAUSE REST OF SHOT IS NOT OPTIMISED
",2005-02-15 12:37:00,,False,
12055,M5,,Conventional,,"
BRING FORWARD PEAK OF P2 CURRENT
","
GOOD SHOT - PLASMA FORMS AND FOLLOWS THROUGH
",2005-02-15 13:59:00,,False,
12056,M5,,Conventional,,"
REVERSE-ENGINEER PF WAVEFORMS INTO PHYSICS WAVEFORMS OF PF1 ALGORITHM AND REPEAT
","
227MS PLASMA, LOWER IP WITH HIGH ASPECT RATIO PLASMA BETWEEN 32MS AND 140MS, SUDDENLY FLIPS TO HIGH IP AND NORMAL SHAPE, HIGH SJA, N
",2005-02-15 14:41:00,,False,
12058,M5,,Conventional,,"
RESTORE 12056, 6MIN GDC BEFORE SHOT
","
GOOD SHOT, 41 SJA MAX (146%)
",2005-02-15 15:14:00,,False,
12063,M5,,Conventional,,"
RELOAD 12046
","
SJA 142%, WAVEFORMS DON'T LOOK MUCH DIFFERENT TO GOOD TF SHOT. FORGOT TO SELECT HFS GAS PUFF
",2005-02-15 16:44:00,,False,
12065,M5,,Conventional,,"
MOVE PREFIL -10 MS, INCREASE VLOOP TO 5 V
","
LONGER SHOT, IP RAMP STILL TOO SLOW, NO CHANGE IN BD TIME
",2005-02-15 17:32:00,,False,
12069,M5,,Conventional,,"
SET SHAPE 0 FOR THE FIRST 10MS, ADJUST BV TO GET THE RIGHT P4REF
","
NO CHANGE IN BD, P4 CURRENT SIMILAR SFPS ON ITS LIMIT
",2005-02-15 18:57:00,,False,
12075,M5,,Conventional,,"
RELOAD 11231 -VE CURRENT RAMP ON ERR A
","
TERMINATES AT 250 MS
",2005-02-16 09:52:00,,False,
12076,M5,,Conventional,,"
CHANGE P1 SWING TO +/- 44 (WAS +40 TO -45) - INCREASE LOOP VOLTAGE SLIGHLTY BEFORE HANDOVER - DECREASE INBOARD UPPER GAS WAVEFORRM F
","
LOCK MODE 205MS, DISRUPTION AT 220MS DENSITY STILL TOO HIGH
",2005-02-16 10:17:00,,False,
12077,M5,,Conventional,,"
REDUCE GAS WAVEFORMS 1-4 IN PERIOD 20-100 MS FROM 3.5 TO 3.2 V
","
240 MS SHOT 12 SLA 131 % MAX
",2005-02-16 10:33:00,,False,
12079,M5,,Conventional,,"
REPEAT
","
230 MS SHOT - STILL TOUCHES CC AROUND 200 MS
",2005-02-16 11:05:00,,False,
12080,M5,,Conventional,,"
RELOAD EFCC WAVEFORM FOR COIL A FROM 11234 (RAMP-UP INSTEAD OF RAMP DOWN)- MODIFIED DRREF TO TRY TO KEEP OFF CC
","
190 MS SHOT - STILL TOUCHES CC - VERY GOOD DENSITY MATCH TO 11234 BUT SNAKE LATER - THE SNALKE THROWS OUT THE DENSITY WHICH CAUSES A
",2005-02-16 11:26:00,,False,
12129,M5,,Conventional,,"

","

",2005-02-17 19:16:00,,False,
12083,M5,,Conventional,,"
RELOAD SHOT 11117 - MODIFY INBOARD UPPER AND LOWER GAS TO TOP 2.4 (NOTE IT HAS AN OFFSET NOW)
","
280 MS SHOT - WENT ON FOR LONGER THAN REFERENCE SHOT - 10 % MORE DENSE THAN REFERENCE AFTER 100 MS
",2005-02-16 12:19:00,,False,
12085,M5,,Conventional,,"
REPEAT
","
STILL DENSITY TOO HIGH, LATER RISE REMOVED, NO XMB DATA
",2005-02-16 12:50:00,,False,
12087,M5,,Conventional,,"
REPEAT
","
DENSITY IS LOWER BUT IS ROPEY LARGE SNAKE FROM 120MS TO 185MS
",2005-02-16 13:14:00,,False,
12088,M5,,Conventional,,"
CHANGE EF RAMP THE RAMP SPEED EXTENDED TO THE MAX CURRENT
","
GOOD SHOT, SHORTER SNAKE 113MS TO 158MS- GOOD TARGET SHOT
",2005-02-16 13:30:00,,False,
12235,M5,,Conventional,,"
REPEAT WITH LESS NBI POWER.
","
FA TRIP AT 200MS, NO APPARENT REASON, FA VOLTS QUITE LOW.
",2005-02-25 16:04:00,,False,
12089,M5,,Conventional,,"
LOAD EF 10730 WITH POSITIVE RAMP
","
GOOD SHOT, EVEN SHORTER SNAKE FROM 113MS-140MS, GOOD REPEAT SHOT
",2005-02-16 13:45:00,,False,
12090,M5,,Conventional,,"
LOAD EF FROM 10942 AND SHIFT BY 40 MS
","
OK BUT BUT DENSITY RISING AT THE END
",2005-02-16 14:05:00,,False,
12091,M5,,Conventional,,"
CHANGE POLARITY OF EF TO POSITIVE AND SHIFT BY 20MS
","
DENSITY IS BETTER , NO LOCKED MODE
",2005-02-16 14:20:00,,False,
12092,M5,,Conventional,,"
LOAD STANDART SHORT 11060 IB GAS PUFF 1.7BAR (955,50)
","
NO IB GAS PUFF - UNDERDENSE
",2005-02-16 14:36:00,,False,
25451,M8,400 kA,Conventional,Connected Double Null,"
Repeat.
","
OK.
",2011-01-28 15:54:00,Ohmic,False,False
12093,M5,,Conventional,,"
REPEAT
","
IB GAS PUFF IS OK STILL A LITTLE UNDERDENSE, TIMING MIGHT BE WRONG
",2005-02-16 14:53:00,,False,
12094,M5,,Conventional,,"
LOAD 12091 BUT SHIFT EF 50 MS EARLIER LONGER GDC- 8 MINS
","
A BIT EARLIER
",2005-02-16 15:08:00,,False,
12097,M5,,Conventional,,"
RESTORE SHOT 11060 -INCREASE OUTBAORD GAS PUFF FROM 2.5 TO 3.5 V IN PERIOD BEFORE 100 MS
","
400 MS SHOT - - SOME H-MODE TRIGGERED BY SAWTEETH
",2005-02-17 09:37:00,,False,
12098,M5,,Conventional,,"
REPEAT - INCREASE ZREF FROM 0.246 TO 0.3 AT START OF SHOT - KEEP FIX TO 0.246 AFTER 280 MS HSV SET TO LETTER BOX MODE
","
400 MS SHOT - SOME H-MODE - MORE DENSE THAN 12097
",2005-02-17 09:56:00,,False,
12100,M5,,Conventional,,"
DECREASE BV IN PERIOD 50 - 80 MS BY 10 % TO TRY TO STOP THE PLASMA RETOUCHING THE CC AROUND 200 MS
","
400 MS SHOT
",2005-02-17 10:27:00,,False,
12101,M5,,Conventional,,"
INCREASE IP REF AT START UP PHASE - WE ARE NOW GETTING MORE PLASMA CURRENT THAN DEMANDED AT 70 MS - RETURN TO BV AS IN 12098 - INCRE
","
400 MS
",2005-02-17 10:42:00,,False,
12102,M5,,Conventional,,"
DELAY THE FINAL INFLUX OF GAS FROM 200 MS TO 300 MS
","
410 MS SHOT
",2005-02-17 10:58:00,,False,
12106,M5,,Conventional,,"
REPEAT
","
400 MS SHOT - NO EVIDENCE THAT ERROR FIELD CORRECTION IS MAKING THESE SHOTS ANY WORSE OR BETTER
",2005-02-17 11:43:00,,False,
12107,M5,,Conventional,,"
RELOAD 12039 - AND TRY TO GET NBI
","
420 MS P1PS TRIP NBI WAS AT -10 MS - PROBELM WITH HANDOVER AT END OF FEEDBACK
",2005-02-17 11:59:00,,False,
12108,M5,,Conventional,,"
REDUCE VLOOP TO 3 V IN THE STARTUP PERIOD
","
350 MS SHOT - H-MODE ONLY IN CURRETN RAMP DOWN
",2005-02-17 12:28:00,,False,
12109,M5,,Conventional,,"
DELAY BEAZM TO START AT 180 MS - REMOVE INBOARD UPPER AND LOWER GAS PUFF - INCREASE MIDPLANE INBOARD GAS PUFF TO 2 BAR
","
350 MS SHOT- 40MS ELM FREE H-MODE
",2005-02-17 12:46:00,,False,
12110,M5,,Conventional,,"
CHNAGE ZREF TO 0.5 (WAS 0.3) AT BEGINING - REDUCE OUTBAORD RADIUS BY 2CM
","
280 MS SHOT - SOME ELM FREE H-MODE
",2005-02-17 13:01:00,,False,
12111,M5,,Conventional,,"
INCREASE OUTBAORD GAS PUFF TO 3 V(WAS 2.2) IN TIME UP TO 80 MS AND LENGTHEN TO 100 MS
","
380 MS SHOT
",2005-02-17 13:21:00,,False,
12112,M5,,Conventional,,"

","

",2005-02-17 13:37:00,,False,
12113,M5,,Conventional,,"

","

",2005-02-17 13:55:00,,False,
12114,M5,,Conventional,,"

","

",2005-02-17 14:11:00,,False,
13207,M5,,Conventional,,"
stop puffing at 040ms (050). Bring gBv ramp 010ms earlier.r





","
mistakenly only changed gas grp 1. 
",2005-06-10 10:37:00,,False,
12115,M5,,Conventional,,"

","

",2005-02-17 14:27:00,,False,
12116,M5,,Conventional,,"

","

",2005-02-17 14:44:00,,False,
12117,M5,,Conventional,,"

","

",2005-02-17 15:00:00,,False,
12118,M5,,Conventional,,"

","

",2005-02-17 15:17:00,,False,
16868,M6,,Conventional,,"
repeat, slightly reduce flow
","
that's better, actually reach the same density only later
",2007-01-18 19:35:00,,False,
12120,M5,,Conventional,,"

","

",2005-02-17 15:49:00,,False,
12121,M5,,Conventional,,"

","

",2005-02-17 16:04:00,,False,
12122,M5,,Conventional,,"

","

",2005-02-17 16:19:00,,False,
12123,M5,,Conventional,,"

","

",2005-02-17 16:34:00,,False,
12125,M5,,Conventional,,"

","

",2005-02-17 17:07:00,,False,
12126,M5,,Conventional,,"

","

",2005-02-17 17:24:00,,False,
12130,M5,,Conventional,,"

","

",2005-02-17 19:33:00,,False,
12139,M5,,Conventional,,"
RELOAD 12098 AND SET I/B PUFF WITH 2BAR (BECAUSE FIRST SHOT - REFILL SET TO 1.7BAR)
","
P4 CHARGER GOT STUCK AGAIN. 9 WARNINGS, 119% MAX. NO H-MODE. IP DIPS ON HANDOVER TO FEEDBACK.
",2005-02-22 11:08:00,,False,
12140,M5,,Conventional,,"
ADJUST IPREF FOR BETTER HANDOVER TO FEEDBACK. DELAY FINAL BURST OF OUTBOARD GAS
","
P4 CHARGER PROBLEM AGAIN. HIGHER DENSITY AND STEADIER IP RAMP-UP. SLJ 10 WARNINGS, 120%MAX. I/B GAS REFILL TOO FAST AND GOES TO 1.85
",2005-02-22 11:27:00,,False,
12141,M5,,Conventional,,"
SET ZREF TO RAMP DOWN FROM 160 TO 300MS
","
P4 BANK ONLY REACHES 3.2KV AGAIN. DENSITY A BIT HIGHER AGAIN. STILL FLEETING H-MODE
",2005-02-22 11:53:00,,False,
12142,M5,,Conventional,,"
CUT P4 BANK TO 3.25KV TO MATCH WHAT THE CHARGER DOES. MOVE ZREF DOWN .05, ADD 20MS TO GAS PUFF
","
HIGHER DENSITY - FORGOT GDC. DENSITY NOW MATCHES 11060. LOOKS LIKE 11060 HAD NO GDC EITHER
",2005-02-22 12:12:00,,False,
12143,M5,,Conventional,,"
REPEAT WITH GDC
","
DENSITY STILL A BIT HIGHER THAN PREVIOUS SHOTS. H-MODE ONLY ON ONE SAWTOOTH
",2005-02-22 12:35:00,,False,
12144,M5,,Conventional,,"
TWEAK IP DEMAND AGAIN AND VLOOP TO IMPROVE FEEDBACK HANDOVER. SET NBI TO START AT 130MS FOR 230MS. REDUCE GAS PUFF BY 20MS (UNDO THE
","
GOOD BEAM. NOT BAD H MODE, SOME MHD EVENT (LOCKED MODE?) AT 300MS.
",2005-02-22 13:05:00,,False,
12145,M5,,Conventional,,"
ATTEMPT TO STABILISE INNER GAP BY ADJUSTING DRREF AT 130-180MS BY 5CM (NOT NECESSARILY THE BEST TACTIC). SHORTED NBI DEMAND TO 150(2
","
SHORTER NBI MADE EVENT AT 320MS MUCH LESS CATASTROPHIC (THO HMODE STILL ENDS). RADIAL CONTROL IMPROVED, SOMEWHAT OVERDONE. H MODE UN
",2005-02-22 13:41:00,,False,
12146,M5,,Conventional,,"
GO FOR L MODE BY SHIFTING ZREF DOWN BY 1.5CM. MODERATE DR REF CHANGE SLIGHTLY.
","
DISRUPTED AT 260MS (NORMAL FOR BEAM DRIVEN SAWTOOTHING L MODE). RADIAL CONTROL SLIGHTLY IMPROVED.
",2005-02-22 14:01:00,,False,
12147,M5,,Conventional,,"
MODERATE DR REF CHANGE A BIT MORE. SHIFT Z ONLY AT 235MS.
","
NO DIFFERENCE.
",2005-02-22 14:31:00,,False,
12148,M5,,Conventional,,"
RESTORE 12145, USING DRREF FROM 12147. SET NBI TO 95MS DURATION.
","
OK SHOT - HMODE DEGRADES AFTER BEAM GOES OFF.
",2005-02-22 14:49:00,,False,
12150,M5,,Conventional,,"
RETRY
","
DSIRUPT AT 260MS, AMA/N=ODD HAS HIGHER AMPLITUDE THAN 12145.
",2005-02-22 15:18:00,,False,
12151,M5,,Conventional,,"
REPEAT AT HIGHER NBI POWER.
","
NO BEAM POWER INCREASE - IDENTICAL TO 12150
",2005-02-22 15:42:00,,False,
12152,M5,,Conventional,,"
LOAD 12111 NBI CUT OFF 330MS
","
VERY GOOD REPEAT OF 12111
",2005-02-22 16:05:00,,False,
12153,M5,,Conventional,,"
INCREASE INITIAL GAS PUFF TO 4.5V NBI EXTENDED TO 340MS
","
TERMINATED AT 177MS, VERY SHORT PERIOD OF H-MODE JUST BEFORE END
",2005-02-22 16:24:00,,False,
12154,M5,,Conventional,,"
ADJUSTED IDIV
","
GOOD NBI, SHOT TERMINARED AT 330,SHORT H-MODE AT THE END
",2005-02-22 16:40:00,,False,
12158,M5,,Conventional,,"
THE SAME -I.E. 11252
","
VERY GOOD 390MS SHOT,GOOD NBI, H-MODE FROM 300MS
",2005-02-22 17:14:00,,False,
12161,M5,,Conventional,,"
RESTORE SHOT 11127 - MODIFY ZREF TO -8 CM FROM 150 MS - REDUCE OUTBAORD GAS PUF
","
380 MS SHOT -SLIGHTLY UNDERDENSE EARLY ON -
",2005-02-23 09:55:00,,False,
12162,M5,,Conventional,,"
INCREASE GAS IN EARLY STAGE FROM 4 TO 4.5 V - REMOVE GAS 11 AND GAS 12 WAVEFORMS - START ERROR FIELD AT 115 MS - INCREASE OUTBOARD R
","
280 MS SHOT - GOOD DENSITY MATCH
",2005-02-23 10:22:00,,False,
12163,M5,,Conventional,,"
IMPROVE IP RAMP HANDOVER - INCREASE DRREF BY 3CM - BRING STRAT OF ZREF RAMP 30 M
","
280 MS SHOT CP4 ONLY CHARGED TO 3.2 KV - CHANGE IN IP RAMP HAS DELAYED SNAKE BY 40 MS
",2005-02-23 10:42:00,,False,
12164,M5,,Conventional,,"
USE IP RAMP FROM 12162 - DELAY EFFB ERROR FIELD RAMP BY 30 MS - INCREASE DRREF BY 4CM
","
320 MS SHOT - AGIAN CP4 DID NOT CHARGE FULLY
",2005-02-23 11:05:00,,False,
12165,M5,,Conventional,,"
APPLY TEST WAVEFORM FOR HELIOS, PV6, WAVEFORM 8 - FLIP SIGN OF EFFB FROM NEGATIVE TO POSITIVE
","
280 MS SHOT
",2005-02-23 11:20:00,,False,
12166,M5,,Conventional,,"
RELOAD EFCC WAVEFORMS FROM 11123 - A NOT B, MAX 4 NOT 4.95 RAMP STARTS AT 220 MS
","
320 MS SHOT
",2005-02-23 11:37:00,,False,
12167,M5,,Conventional,,"
MOVE ERROR FIELD 30 MS EARLIER - INCREASE GAS FROM 240 MS ONWARDS BY 10 %
","
LOCKED MODE 30 MS EARLIER
",2005-02-23 11:53:00,,False,
12168,M5,,Conventional,,"
MOVE EFCCA RAMP START BACK TO 30 MS, INCREASE RAMP TO 4.95; DESELECT GAS PV 6, WAVEFORM 8
","
200 MS SHOT
",2005-02-23 12:09:00,,False,
12169,M5,,Conventional,,"
CHANGE SIGN OF ERROR FIELD TO -VE AND MOVE START OF RAMP TO 100 MS
","
270 MS SHOT
",2005-02-23 12:25:00,,False,
12170,M5,,Conventional,,"
MOVE ERROR FIELD 25 MS LATER (NOW STARTING TO RAMP AT 125 MS)
","
300 MS SHOT
",2005-02-23 12:40:00,,False,
12171,M5,,Conventional,,"
30 MS MORE GAS - UNTIL 140 MS, NOT 110, TO ATTEMPT INCREASED FLAT-TOP DENSITY. RELOAD EFCC FROM SHOT 12164, WITH RAMP MOVED BACK TO
","
320 MS SHOT
",2005-02-23 12:57:00,,False,
12172,M5,,Conventional,,"
INCREASE DENSITY BY ANOTHER 10 % - EXTEND GAS WAVE FORM BY ANOTHER 15 MS AT 4.5 V VALUE - BRING ERRB 10 MS EARLIER
","
290 MS SHOT, DENSITY INCREASE LESS THAN HOPED FOR, BUT ACCEPTABLE.
",2005-02-23 13:13:00,,False,
12173,M5,,Conventional,,"
REPEAT WITH +VE B EFC CURRENT
","
EARLIER TERMINATION - 260MS.
",2005-02-23 13:30:00,,False,
12174,M5,,Conventional,,"
DELAY EFC WAVEFORM BY 20MS
","
OK
",2005-02-23 13:46:00,,False,
12175,M5,,Conventional,,"
RELOAD EFCC FROM 12167 WITH COIL 'A' 40MS EARLIER
","
NE SLIGHTLY HIGHER THAN 12174
",2005-02-23 14:06:00,,False,
12177,M5,,Conventional,,"
REPEAT
","
AGAIN TOO HIGH DENSITY
",2005-02-23 14:46:00,,False,
12178,M5,,Conventional,,"
STEP DOWN VALVES 15MS EARLIER (138 INSTEAD OF 153MS)
","
AGAIN TOO HIGH DENSITY
",2005-02-23 15:05:00,,False,
12179,M5,,Conventional,,"
GAS WAVEFORMS DROPPED DOWN BY 15% IN PERIOD 20-140MS. CURRENT IN EFC 'A' NOW NEGATIVE AND STARTING RAMP AT 70MS (WAS 190MS).
","
EHM, DENSITY TOO LOW NOW... EFC RAMP STARTED AT 120MS BY MISTAKE.
",2005-02-23 15:24:00,,False,
12180,M5,,Conventional,,"
EFC RAMP REALLY STARTING AT 70MS NOW. GAS VALVES 4.2VOLTS (WAS 4.4 IN 12178 AND 3.8 IN 12179).
","
EFC RAMP OK. DENSITY STILL TOO LOW.
",2005-02-23 15:41:00,,False,
12181,M5,,Conventional,,"
RELOAD GAS WAVEFORMS FROM 12174 (BEST DENSITY TRACE TODAY)
","
DENSITY OK! SEEMS CORRELATED WITH SNAKE (QUALITATIVELY SIMILAR IN 12174 AND 12181, VERY DIFFERENT FROM LOW DENSITY SHOTS 12179-180)
",2005-02-23 15:57:00,,False,
